	cerebellum (adult)	hippocampus (adult)	aortic valve (adult)	left atrioventricular valve (adult)	right atrioventricular valve (adult)	left auricle (adult)	right auricle (adult)	left ventricle (adult)	right ventricle (adult)	skeletal muscle bicep (adult)	skeletal muscle longitudinal dorsal (adult)	lung (adult)	thoracic oesophagus (adult)	reticulum (lamb/newborn)	reticulum (lamb/1 week)	reticulum (lamb/8 weeks)	reticulum (adult)	rumen (lamb/newborn)	rumen (lamb/1 week)	rumen (lamb/8 weeks)	rumen (adult)	omasum (lamb/newborn)	omasum (lamb/1 week)	omasum (lamb/8 weeks)	omasum (adult)	abomasum (lamb/newborn)	abomasum (lamb/1 week)	abomasum (lamb/8 weeks)	abomasum (adult)	pylorus (lamb/newborn)	pylorus (lamb/1 week)	pylorus (lamb/8 weeks)	pylorus (adult)	duodenum (lamb/newborn)	duodenum (lamb/1 week)	duodenum (lamb/8 weeks)	duodenum (adult)	jejunum (lamb/newborn)	jejunum (lamb/1 week)	jejunum (lamb/8 weeks)	jejunum (adult)	ileum (lamb/newborn)	ileum (lamb/1 week)	ileum (lamb/8 weeks)	ileum (adult)	peyers patch (lamb/newborn)	peyers patch (lamb/1 week)	peyers patch (lamb/8 weeks)	peyers patch (adult)	caecum (lamb/newborn)	caecum (lamb/1 week)	caecum (lamb/8 weeks)	caecum (adult)	colon spiral (lamb/newborn)	colon spiral (lamb/1 week)	colon spiral (lamb/8 weeks)	colon spiral (adult)	colon distal (adult)	colon large (lamb/newborn)	colon large (lamb/1 week)	colon large (lamb/8 weeks)	rectum (adult)	kidney cortex (adult)	kidney medulla (adult)	adrenal gland cortex (adult)	adrenal gland medulla (adult)	liver (adult)	pituitary gland (adult)	salivary gland (adult)	thyroid (adult)	tonsil (adult)	thymus (adult)	spleen (adult)	submandibular lymph node (adult)	prescap lymph node (adult)	mesenteric lymph node (adult)	popliteal lymph node (adult)	haemolymph (adult)	blood leukocytes (adult)	alveolar macrophage (adult)	PBMC (adult)	MDM (adult)	macrophage LPS time course 0 hrs (adult)	macrophage LPS time course 2 hrs (adult)	macrophage LPS time course 4 hrs (adult)	macrophage LPS time course 7 hrs (adult)	macrophage LPS time course 24 hrs (adult)	epididymis (adult)	vas deferens (adult)	testes (adult)	ovary (adult)	fallopian tube (adult)	mammary gland (adult)	caruncle (adult)	intercaruncular tissue (adult)	blastocyst	embryo/23 days
ENSOARG00000002019	33.8476666666667	14.6886666666667	12.0305	12.42675	14.623	27.12475	24.9656	48.0131666666667	44.2363333333333	119.9955	381.767333333333	9.2014	41.9796666666667	7.88666666666667	6.634	8.99033333333333	5.21133333333333	7.96266666666667	5.86433333333333	11.7453333333333	13.0183333333333	10.1373333333333	8.639	8.151	10.9901666666667	9.809	4.651	7.93866666666667	6.67266666666667	10.6473333333333	8.63433333333333	9.37833333333333	9.91725	11.7616666666667	10.037	7.185	9.4055	10.294	13.181	12.0186666666667	11.4448333333333	9.21133333333333	7.44066666666667	8.26833333333333	5.598	8.91066666666667	9.35366666666667	7.695	8.8335	9.12533333333333	8.875	8.18033333333333	8.28433333333333	9.18766666666667	9.02433333333333	9.826	8.3272	10.1005	10.2386666666667	7.358	12.135	11.6483333333333	6.183	8.826	9.12833333333333	8.49283333333333	5.02733333333333	15.8826666666667	11.6406	13.8938333333333	17.4678333333333	6.905	5.324	8.24633333333333	11.3582	12.8371666666667	12.94825	10.1354	11.501	17.67425	14.6766666666667	28.072	16.3421666666667	19.8336666666667	24.8675	20.0145	25.9235	9.89066666666667	8.33866666666667	106.98	10.048	9.60666666666667	9.37	9.1755	8.928	12.3793333333333	8.48633333333333
ENSOARG00000002020	0.844	1.587	2.805	2.49575	2.98775	1.3355	0.8828	1.54533333333333	1.24	1.24683333333333	1.16733333333333	4.2372	1.10416666666667	0.791333333333333	0.785333333333333	1.26666666666667	2.43516666666667	0.950333333333333	1.07966666666667	1.271	1.23783333333333	0.904666666666667	0.851666666666667	0.869	1.12883333333333	0.765	1.033	0.906	0.959833333333333	1.30666666666667	1.11066666666667	1.62666666666667	1.58425	2.15066666666667	1.86733333333333	1.698	1.4715	1.978	1.95233333333333	3.656	2.03966666666667	2.452	1.38733333333333	1.95133333333333	2.03033333333333	1.63433333333333	1.89166666666667	2.331	2.2545	1.483	1.39833333333333	2.03366666666667	1.899	1.80533333333333	1.60466666666667	1.70433333333333	1.3326	1.58433333333333	0.938666666666667	1.116	1.17666666666667	1.116	1.02966666666667	0.971333333333333	1.06016666666667	1.01966666666667	2.05133333333333	1.14	1.1236	16.506	1.4285	1.3804	10.0883333333333	4.97666666666667	7.202	3.68216666666667	2.0655	5.457	7.3284	38.37875	10.1376666666667	39.3472	5.75833333333333	9.23616666666667	19.1776666666667	33.9806666666667	43.5148333333333	1.10633333333333	1.553	1.66733333333333	3.74866666666667	0.986	1.936	1.54	1.102	2.40233333333333	0.943666666666667
ENSOARG00000002022	310.085333333333	277.755333333333	184.12325	186.20125	167.2005	190.5255	190.4504	276.958666666667	232.873166666667	202.455833333333	139.225166666667	204.1962	192.739833333333	17.366	18.8296666666667	11.9213333333333	3061.37	185.847333333333	108.064	101.566333333333	110.487333333333	223.219333333333	217.472333333333	94.4896666666667	110.509166666667	323.432333333333	257.0065	246.904	188.85	369.887333333333	210.178	189.739666666667	213.4165	233.840666666667	183.207	514.269666666667	1162.1785	165.886	134.951333333333	109.359666666667	141.616166666667	16.342	14.1573333333333	15.002	1446.57966666667	184.100666666667	155.376	173.6745	219.07575	169.860666666667	154.259	140.612	156.624333333333	192.802333333333	151.845333333333	279.697	239.6822	204.020666666667	203.042	155.921666666667	161.455	199.135333333333	205.7275	287.139833333333	191.976666666667	142.484666666667	10562.5815	359.658833333333	693.3698	197.959166666667	188.444666666667	271.1142	298.327333333333	220.926833333333	165.7602	217.5515	186.13075	165.4974	254.6036	122.72175	349.346	99.306	23.9195	143.385	149.9705	31.3475	98.4568333333333	179.543666666667	193.875	164.480333333333	257.125	279.517333333333	213.477	239.7565	234.1355	164.401333333333	263.733666666667
ENSOARG00000002024	10.6503333333333	8.67283333333333	26.07325	20.64625	18.4785	15.24875	19.3734	7.10066666666667	16.0418333333333	5.01366666666667	6.26983333333333	14.4518	8.79983333333333	12.9136666666667	17.062	14.616	7.257	6.55233333333333	5.736	12.3153333333333	14.2591666666667	8.96533333333333	7.92433333333333	3.85233333333333	6.94766666666667	9.23366666666667	7.454	5.209	6.56233333333333	6.06833333333333	12.5086666666667	6.09033333333333	11.088	5.35333333333333	5.94533333333333	3.67433333333333	3.312	5.906	5.41266666666667	2.182	4.47016666666667	7.80866666666667	7.995	5.26133333333333	5.371	5.897	4.19266666666667	2.8455	3.63	7.116	3.05733333333333	2.615	4.583	7.10566666666667	3.852	2.79233333333333	3.0582	5.0295	5.05266666666667	2.96933333333333	4.91066666666667	6.626	8.238	6.592	10.0533333333333	8.90583333333333	11.2248333333333	9.701	4.7598	10.1441666666667	4.65383333333333	3.81	4.97533333333333	4.8855	6.4446	5.80116666666667	4.4315	7.881	3.1538	4.093	3.86083333333333	3.602	4.94833333333333	3.22566666666667	3.0985	3.386	3.0485	6.296	14.3366666666667	2.63133333333333	8.12933333333333	9.70466666666667	10.5476666666667	8.2755	7.616	9.37733333333333	7.56533333333333
ENSOARG00000002025	0.585166666666667	0.741666666666667	0.587	0.63475	0.61375	0.5655	0.5282	3.165	0.553666666666667	0.587	0.6235	0.62	0.626	0.556333333333333	0.552666666666667	0.507333333333333	0.607833333333333	0.605666666666667	0.611	0.59	0.647333333333333	0.635	0.593	0.606666666666667	0.620666666666667	0.522	0.57	0.551666666666667	0.582166666666667	0.548	0.693666666666667	0.539	0.62975	0.578666666666667	0.639333333333333	0.572	0.6115	0.626333333333333	0.614	0.626666666666667	0.564333333333333	0.56	0.531	0.554	0.613666666666667	0.633666666666667	0.616	0.5855	0.6285	0.602666666666667	0.586666666666667	0.641333333333333	0.561666666666667	0.592666666666667	0.606333333333333	0.554666666666667	0.568	0.557833333333333	0.595	0.581333333333333	0.579666666666667	0.626	0.603	0.676166666666667	0.636333333333333	0.611166666666667	0.6165	0.603	0.6398	0.622	0.606666666666667	0.6678	0.612833333333333	0.6055	0.6046	0.614666666666667	0.6085	0.6262	0.6918	0.86325	0.654166666666667	0.7896	0.788333333333333	0.746833333333333	0.732	0.779166666666667	0.764333333333333	0.624666666666667	0.618666666666667	11.107	0.633666666666667	0.599666666666667	0.618666666666667	0.6095	0.617	0.901	0.653333333333333
ENSOARG00000002027	0.466666666666667	0.562833333333333	0.468	0.50975	0.49175	0.45	0.4172	0.523333333333333	0.440333333333333	0.532333333333333	0.501833333333333	0.4974	0.5035	0.502666666666667	0.499333333333333	0.456333333333333	0.552333333333333	0.484333333333333	0.49	0.471	0.521833333333333	0.510333333333333	0.474	0.486333333333333	0.4985	0.412	0.453	0.437666666666667	0.434333333333333	0.434333333333333	0.511666666666667	0.427333333333333	0.5065	0.461666666666667	0.515	0.456	0.555	0.55	0.492	0.504666666666667	0.449833333333333	0.584666666666667	0.478666666666667	0.500666666666667	0.611333333333333	0.509	0.494	0.4675	0.505	0.482666666666667	0.468333333333333	0.460666666666667	0.446333333333333	0.473666666666667	0.486	0.441	0.452	0.444	0.476333333333333	0.464	0.463	0.503333333333333	0.483666666666667	0.577	0.510666666666667	0.4885	0.583166666666667	0.481333333333333	0.6612	0.498	0.4855	0.767	0.5565	0.484	0.4838	0.492333333333333	0.4865	1.0384	0.5594	0.71175	0.567833333333333	0.6464	0.722833333333333	0.642166666666667	0.594666666666667	0.712666666666667	0.623333333333333	0.501333333333333	0.495666666666667	0.594333333333333	0.575666666666667	0.48	0.495333333333333	0.487	0.4935	0.537	0.594666666666667
ENSOARG00000002028	209.829333333333	156.6665	186.467	176.7555	158.45075	395.57375	373.9322	184.315166666667	328.224333333333	141.899	255.824333333333	221.374	190.340166666667	180.854666666667	171.682	272.398333333333	143.291	167.473666666667	162.025	265.588	207.256166666667	143.335333333333	138.077666666667	191.518333333333	182.319833333333	296.652666666667	283.7715	360.982666666667	309.074	234.436333333333	200.18	300.842	256.057	243.254666666667	218.007	304.775666666667	247.1705	207.341666666667	209.101333333333	246.12	270.713166666667	206.394333333333	234.221	253.404	150.1885	194.419	198.413333333333	269.566	188.4435	207.402	226.849666666667	275.23	274.379666666667	211.518	221.365666666667	250.624	253.921	251.622833333333	206.147333333333	241.652333333333	239.888	201.556333333333	270.260666666667	153.830833333333	351.4075	311.382833333333	157.201333333333	318.474	152.6786	300.760666666667	197.805333333333	112.7256	143.847166666667	206.281333333333	205.4454	194.939333333333	217.774	182.6816	214.324	216.519	95.9735	228.3078	276.4755	250.2285	224.698	243.012166666667	241.954333333333	377.836333333333	214.855333333333	188.351666666667	164.838	274.465333333333	216.699666666667	201.2905	219.7305	236.492666666667	136.873
ENSOARG00000002029	21.4361666666667	25.058	8.543	11.6695	10.17025	7.346	8.6696	19.7318333333333	6.83266666666667	5.527	6.322	16.4472	7.90283333333333	6.10066666666667	5.33166666666667	3.27166666666667	28.762	31.2483333333333	34.662	17.873	10.2366666666667	35.1346666666667	38.01	42.752	18.8878333333333	61.026	91.5275	55.769	25.5498333333333	40.5046666666667	42.2113333333333	26.0506666666667	11.66775	35.8566666666667	40.0046666666667	42.7003333333333	35.7675	37.738	55.9523333333333	74.6223333333333	57.811	46.4756666666667	50.1033333333333	79.2876666666667	97.5091666666667	100.239333333333	139.730666666667	154.586	190.62275	46.8836666666667	42.0693333333333	56.8913333333333	35.0116666666667	41.24	50.023	34.2476666666667	45.9094	44.973	48.7533333333333	41.857	21.9386666666667	32.1883333333333	20.909	38.2221666666667	32.6578333333333	24.7831666666667	21.8221666666667	30.3363333333333	285.8168	15.0706666666667	187.105833333333	163.8792	55.7878333333333	88.3916666666667	72.6782	114.244833333333	113.23275	76.4794	63.5142	42.41525	57.8118333333333	138.9808	49.6776666666667	68.2526666666667	52.9831666666667	29.5011666666667	119.772166666667	21.866	15.4486666666667	52.7676666666667	76.9543333333333	21.1333333333333	37.648	30.874	51.6985	31.0606666666667	207.486333333333
ENSOARG00000002031	113.302166666667	118.816166666667	39.24975	31.769	40.887	154.444	144.3182	94.8521666666667	185.437	86.0673333333333	40.183	80.0634	33.8128333333333	10.159	6.445	6.89166666666667	109.3385	74.7153333333333	60.2493333333333	52.268	32.7625	56.7176666666667	54.2163333333333	58.6353333333333	28.4031666666667	139.324	172.225	388.610333333333	197.688166666667	489.056333333333	289.326333333333	775.349	96.4845	57.604	49.6093333333333	74.6283333333333	64.364	57.204	53.3556666666667	48.1256666666667	46.4245	8.619	9.73366666666667	10.1306666666667	125.569833333333	56.219	64.2116666666667	70.7055	63.62125	65.861	65.3423333333333	47.785	44.2293333333333	51.5996666666667	50.5873333333333	72.1946666666667	55.6184	44.7285	58.676	51.796	55.3553333333333	50.951	36.5913333333333	126.2945	42.8968333333333	47.3946666666667	104.817833333333	81.5436666666667	106.25	52.5138333333333	51.0573333333333	129.685	142.833166666667	71.4791666666667	48.9644	70.1023333333333	63.3735	54.8854	84.8712	23.802	147.122333333333	18.4648	10.4298333333333	31.6545	33.7746666666667	11.8296666666667	20.484	50.3796666666667	40.6766666666667	68.4076666666667	122.742	56.6226666666667	43.9783333333333	76.549	59.274	54.8136666666667	120.615
ENSOARG00000002032	44.1923333333333	27.15	84.1885	149.66525	140.235	49.1975	44.639	11.1671666666667	31.3221666666667	6.498	10.0108333333333	93.967	20.8453333333333	160.920333333333	66.6063333333333	76.7423333333333	18.1671666666667	51.6576666666667	37.7946666666667	29.6826666666667	19.2421666666667	50.4493333333333	31.4116666666667	41.903	23.1991666666667	53.9103333333333	37.7005	63.1173333333333	26.2938333333333	77.777	47.612	120.017666666667	50.44675	17.154	23.707	50.9276666666667	62.764	22.231	25.1786666666667	17.841	15.9815	37.506	34.3046666666667	24.7046666666667	47.6766666666667	22.4136666666667	18.513	22.7325	9.40175	35.4056666666667	26.7213333333333	38.3383333333333	33.371	50.283	34.032	61.132	35.0868	49.7706666666667	55.9296666666667	51.2876666666667	71.565	49.051	78.5535	76.7885	20.1856666666667	19.9678333333333	12.1958333333333	11.6323333333333	3.2472	100.6305	7.21766666666667	4.3684	11.7466666666667	4.53883333333333	3.642	3.36883333333333	3.68125	10.3488	1.316	3.317	1.4155	1.391	2.22333333333333	3.18966666666667	4.64133333333333	4.4765	2.72916666666667	18.4916666666667	32.25	18.7966666666667	11.3806666666667	137.639666666667	60.0006666666667	154.27	129.2595	13.625	13.9543333333333
ENSOARG00000002034	424.324	127.2395	197.835	185.08625	226.5305	433.66975	402.7226	207.482666666667	367.7035	181.772	346.935833333333	159.1746	282.066166666667	252.404	199.235666666667	286.717333333333	116.385	179.966333333333	165.151333333333	170.357	166.122333333333	169.798	127.869	177.591	191.2795	188.969333333333	150.6675	203.192	168.148166666667	232.998333333333	134.768333333333	267.054333333333	154.60175	197.790666666667	106.261333333333	139.560666666667	125.354	245.834	149.131666666667	114.399333333333	154.542666666667	239.562	197.517	196.158333333333	107.508833333333	155.678	172.522	141.8455	167.0705	114.073333333333	116.764	140.977333333333	201.117333333333	147.964666666667	116.354333333333	199.461	184.794	224.5335	137.626666666667	119.337666666667	226.81	184.675666666667	179.574333333333	137.069	220.899333333333	194.470333333333	101.308166666667	244.787166666667	216.9462	316.053666666667	176.523333333333	122.0582	142.152666666667	265.387333333333	211.8648	216.1565	226.09525	228.5998	226.1226	280.579	182.6655	288.3592	186.814	299.3675	304.5235	287.306833333333	253.742166666667	333.864666666667	253.667	132.931333333333	110.788	256.547666666667	246.375333333333	304.942	376.4165	183.009333333333	89.4706666666667
ENSOARG00000002036	0.353	6.235	8.43475	9.50975	32.75825	10.40525	18.0894	8.755	12.1258333333333	2.0085	1.74433333333333	711.8006	5.93233333333333	0.378	1.52733333333333	3.39266666666667	99.1285	0.0756666666666667	0.549666666666667	2.13333333333333	1.55466666666667	0.240666666666667	0.843666666666667	1.06233333333333	2.15166666666667	0.324333333333333	3.6955	6.35333333333333	1555.83166666667	15.756	11.0323333333333	5.932	453.664	2.837	11.8556666666667	285.336666666667	264.268	8.941	31.8203333333333	28.8123333333333	884.597	6.95566666666667	48.5556666666667	58.6086666666667	390.279	1.59066666666667	18.7673333333333	11.3895	301.161	0.357666666666667	2.61966666666667	19.6273333333333	1106.669	0.641333333333333	14.8583333333333	3.84333333333333	149.559	153.347333333333	2.963	21.139	3.16766666666667	2.54	114.81	26.6123333333333	14.4471666666667	13.2045	245.796833333333	0.665666666666667	3.9802	3.17733333333333	1.67466666666667	9.2742	121.441333333333	11.4375	40.4592	1021.8905	12.32625	56.6292	452.6662	5.2585	343.650166666667	0.5004	2.3125	1.4	1.22233333333333	2.36066666666667	0.253666666666667	1.824	12.4663333333333	13.8913333333333	10.5376666666667	4.78	11.393	24.953	13.591	5.77033333333333	0.369333333333333
ENSOARG00000002038	208.661166666667	84.1038333333333	275.57875	169.219	185.06425	78.27275	79.5472	63.8278333333333	42.1948333333333	94.4578333333333	234.038	52.8008	147.527166666667	60.1336666666667	63.17	101.888666666667	53.5265	36.2956666666667	33.136	70.182	30.4523333333333	38.537	36.3133333333333	28.2823333333333	38.4603333333333	44.5016666666667	26.636	33.5126666666667	39.205	50.0163333333333	32.8063333333333	35.514	45.66975	40.832	33.5246666666667	36.7866666666667	28.68	38.7043333333333	38.256	24.8116666666667	21.0636666666667	36.3866666666667	41.028	23.6086666666667	48.4688333333333	31.5226666666667	27.057	27.1255	13.58975	35.9286666666667	33.4026666666667	31.4693333333333	31.289	42.0856666666667	43.4316666666667	42.7063333333333	39.3628	50.3716666666667	43.7323333333333	52.2506666666667	58.3616666666667	55.517	352.144	74.7678333333333	71.799	63.1595	46.5871666666667	79.3035	13.958	64.816	38.4351666666667	8.6842	21.7453333333333	18.9245	14.5704	10.584	13.17175	22.2692	11.031	22.8925	19.7361666666667	29.6268	15.327	13.8675	12.1916666666667	8.6155	26.3005	76.8256666666667	104.899333333333	171.468	46.9356666666667	57.8656666666667	52.8506666666667	93.531	54.9645	111.935	8.38933333333333
ENSOARG00000002041	1.1625	6.21333333333333	46.2965	34.88225	35.18825	12.36525	8.9722	3.53216666666667	4.70716666666667	4.519	2.30016666666667	5.3106	12.5348333333333	6.22766666666667	9.87633333333333	14.7453333333333	10.1888333333333	4.47266666666667	2.909	20.375	10.179	3.804	2.37933333333333	2.018	3.06366666666667	4.89633333333333	2.5815	3.26966666666667	4.02433333333333	7.657	9.19633333333333	5.502	11.6485	4.51366666666667	3.84366666666667	3.375	4.3095	4.968	5.97866666666667	3.05466666666667	4.0375	5.556	7.87633333333333	2.08133333333333	4.01683333333333	4.17933333333333	3.617	2.1665	2.75225	8.636	5.73233333333333	5.52633333333333	7.73033333333333	8.76333333333333	6.40733333333333	5.31166666666667	4.1882	6.2165	8.09333333333333	5.524	5.81666666666667	5.83366666666667	4.02216666666667	5.49466666666667	4.69616666666667	10.0856666666667	6.96816666666667	65.7441666666667	0.9278	3.69116666666667	3.86183333333333	0.939	9.3465	5.94333333333333	5.7874	4.38616666666667	3.80525	6.2598	1.5156	4.0145	1.88316666666667	2.8628	4.71283333333333	3.55216666666667	2.47183333333333	3.353	3.65616666666667	4.06233333333333	21.6963333333333	3.157	26.9786666666667	6.86066666666667	14.7276666666667	19.184	12.434	7.354	16.819
ENSOARG00000002049	1.0035	3.465	1.954	1.55875	5.62675	50.236	28.408	31.678	56.4158333333333	17.1413333333333	13.7078333333333	3.4146	10.407	16.554	22.6136666666667	15.3376666666667	8.2765	12.9656666666667	22.4493333333333	8.06466666666667	8.7125	8.66533333333333	10.2873333333333	14.0066666666667	12.1821666666667	12.827	11.915	10.8886666666667	12.683	13.4016666666667	11.8706666666667	10.067	12.307	16.575	7.83166666666667	9.21266666666667	10.474	8.80666666666667	7.68566666666667	3.591	6.8505	5.57166666666667	3.996	1.604	6.7745	7.60133333333333	2.877	3.1575	1.7235	16.3723333333333	11.5306666666667	8.79966666666667	12.387	14.4493333333333	11.764	18.746	13.05	18.306	20.419	15.3643333333333	19.204	20.743	9.30183333333333	8.06983333333333	5.79633333333333	4.88416666666667	11.8535	7.02616666666667	0.7082	2.954	2.196	1.014	2.5775	0.358	0.2138	0.2515	0.28125	0.7372	0.2424	0.38875	0.214166666666667	0.216	0.43	0.187833333333333	0.213333333333333	0.429	0.202333333333333	0.746666666666667	4.213	8.00566666666667	1.054	9.60866666666667	2.26333333333333	8.051	9.219	3.40233333333333	2.27933333333333
ENSOARG00000002051	1403.70466666667	1266.1845	729.50175	759.19225	642.17025	811.82625	944.4398	326.351666666667	644.950166666667	196.001	254.221333333333	1103.6436	678.936166666667	650.399	1419.48	1666.54833333333	552.209833333333	424.878	803.413333333333	1576.73033333333	1212.84383333333	490.312	786.756666666667	1053.17933333333	915.732166666667	1082.64366666667	669.5455	875.830333333333	1466.40433333333	859.553666666667	732.842666666667	792.527666666667	2340.181	2179.40566666667	1494.131	1576.89266666667	1092.1635	2107.38333333333	1947.412	1456.06266666667	1407.30266666667	2027.361	2631.31566666667	2950.08166666667	513.909	1579.34233333333	1450.24933333333	1367.99	1033.5065	1864.14533333333	1839.117	1212.23133333333	1356.95566666667	2040.409	1575.29466666667	1012.61533333333	989.7644	1330.381	1743.66133333333	1524.80966666667	929.511	803.285	1261.79333333333	424.918333333333	1431.175	2186.563	337.439833333333	1034.636	1617.2764	364.447666666667	1306.37616666667	1076.2578	393.737333333333	670.848166666667	1766.863	966.913666666667	940.05725	959.0906	305.8598	1582.38975	375.181	2344.619	1737.84083333333	3316.17933333333	3917.7195	2973.569	2354.39616666667	469.381333333333	833.456666666667	160.335	1254.93133333333	903.687666666667	1228.63	1188.877	1015.8615	887.099	2557.60433333333
ENSOARG00000002054	0.3915	0.6285	0.523	0.8825	1.704	3.556	2.2732	1.32116666666667	1.8515	0.725166666666667	0.4995	2.5784	0.928	1.04833333333333	0.824	3.93133333333333	4.05233333333333	0.386666666666667	0.485666666666667	1.59566666666667	0.926166666666667	0.409666666666667	0.418333333333333	0.540333333333333	1.5485	0.497666666666667	0.4235	0.662666666666667	3.00733333333333	0.947333333333333	0.695666666666667	1.45766666666667	1.281	0.715333333333333	1.01433333333333	0.446666666666667	2.6975	0.489333333333333	0.474666666666667	0.731	3.60966666666667	0.920333333333333	0.930333333333333	1.20333333333333	1.59	0.551666666666667	0.591333333333333	1.08	2.5695	0.497333333333333	0.411666666666667	0.467666666666667	1.61433333333333	2.53333333333333	0.717333333333333	0.844666666666667	2.1924	2.25533333333333	1.16566666666667	0.504666666666667	1.33933333333333	1.67866666666667	0.702833333333333	0.732	0.616666666666667	0.600833333333333	1.8635	0.428333333333333	16.3684	0.483	3.07966666666667	11.252	4.04716666666667	8.09066666666667	10.994	4.48616666666667	6.83675	12.176	25.6852	1.375	62.0973333333333	0.5282	0.7435	0.494666666666667	0.65	0.675333333333333	0.5075	2.05133333333333	4.21766666666667	5.69733333333333	0.821333333333333	0.616333333333333	1.09633333333333	0.669	1.57	1.85266666666667	0.619
ENSOARG00000002058	4.11716666666667	4.43016666666667	4.37975	6.197	1545.88975	202106.65875	192752.3008	885.7015	8459.32333333333	250.192333333333	163.462666666667	1.0446	72.614	2.01166666666667	2.202	1.46766666666667	0.980333333333333	2.89466666666667	2.575	1.31433333333333	1.3355	1.63066666666667	1.46533333333333	0.827333333333333	0.923333333333333	4.03833333333333	1.015	0.954666666666667	1.44683333333333	1.33766666666667	1.72833333333333	1.589	1.8175	0.793333333333333	1.31566666666667	0.825333333333333	0.833	1.18733333333333	1.20433333333333	1.30033333333333	0.949166666666667	0.815	0.935	0.689	0.78	1.48766666666667	0.839666666666667	1.0465	1.0975	1.11166666666667	0.803333333333333	0.956666666666667	1.236	1.07566666666667	1.13433333333333	1.28833333333333	1.302	1.2025	1.45333333333333	0.987333333333333	0.795	1.57966666666667	0.821833333333334	6.60183333333333	2.5405	1.87116666666667	0.9815	13.8861666666667	1.8864	0.927166666666667	74.1773333333333	1.2204	0.9365	1.07783333333333	1.0916	1.13566666666667	1.0305	1.1372	1.2882	1.44275	0.956333333333333	1.0454	0.9505	0.995666666666667	0.978666666666667	0.923666666666667	1.01633333333333	1.227	10.4303333333333	155.536666666667	3.041	0.82	0.845666666666667	1.059	1.0655	3.26766666666667	44.497
ENSOARG00000002059	0.720666666666667	3.671	0.7855	0.81525	0.7535	0.69825	0.6558	0.6975	0.684333333333333	0.549	0.7615	0.7602	0.765666666666667	0.486333333333333	0.483333333333333	0.441333333333333	190.596166666667	0.743333333333333	0.749	0.726666666666667	0.790166666666667	0.776333333333333	0.728333333333333	0.744333333333333	0.760166666666667	0.648333333333333	0.704	0.683	0.677833333333333	0.678333333333333	0.777333333333333	0.667666666666667	0.77025	1.10066666666667	1.27033333333333	1.12133333333333	1.228	0.765666666666667	0.752666666666667	0.766333333333333	0.696166666666667	0.489333333333333	0.462666666666667	0.484333333333333	28.3766666666667	0.775666666666667	0.755666666666667	0.72	0.769	0.801	0.721666666666667	0.711333333333333	0.693333333333333	0.729333333333333	0.744	0.685	0.7012	0.689333333333333	0.731	0.715666666666667	0.713666666666667	0.766	106.815333333333	0.981833333333333	0.7795	0.751666666666667	259.6855	0.764833333333333	0.7834	0.764	0.745333333333333	0.622	0.529666666666667	0.744333333333333	0.7432	0.754666666666667	0.74775	0.7674	0.842	1.03125	0.799166666666667	0.9498	0.7025	0.902666666666667	0.886	0.680666666666667	0.922	0.765	0.76	1.40133333333333	0.580333333333333	0.737	0.76	0.7495	0.7585	2.018	0.623666666666667
ENSOARG00000002061	0.556166666666667	0.8545	1.29725	1.44275	4.3255	0.72725	1.32	0.899	1.0515	1.04516666666667	0.888333333333333	0.7782	41.7143333333333	5.03733333333333	49.2606666666667	65.983	22.5908333333333	7.353	34.4506666666667	45.25	42.3128333333333	13.2863333333333	70.8213333333333	98.6713333333333	73.36	0.577666666666667	0.5945	0.530666666666667	0.898166666666667	0.684666666666667	0.672333333333333	0.462	1.04725	0.586666666666667	1.155	0.781	0.8715	0.791333333333333	0.698333333333333	0.565	1.13566666666667	0.888	0.507666666666667	0.803666666666667	1.41533333333333	0.746	1.18533333333333	1.6405	2.137	0.858333333333333	0.923	1.052	0.982	0.570666666666667	1.43266666666667	0.789333333333333	0.6432	0.791166666666667	0.532333333333333	0.754	0.604333333333333	0.672666666666667	1.36483333333333	2.24533333333333	0.859666666666667	1.36066666666667	5.42866666666667	0.585	0.9704	1.06866666666667	7.822	1.0866	1.3125	1.81583333333333	1.656	2.74033333333333	2.599	3.4776	8.385	4.6045	14.0295	5.1392	1.27866666666667	28.6255	52.6606666666667	35.3566666666667	10.3248333333333	0.876666666666667	0.921333333333333	0.906666666666667	0.857666666666667	0.444	0.991333333333333	1.158	0.7375	4.66633333333333	1.20133333333333
