	cerebellum (adult)	hippocampus (adult)	aortic valve (adult)	left atrioventricular valve (adult)	right atrioventricular valve (adult)	left auricle (adult)	right auricle (adult)	left ventricle (adult)	right ventricle (adult)	skeletal muscle bicep (adult)	skeletal muscle longitudinal dorsal (adult)	lung (adult)	thoracic oesophagus (adult)	reticulum (lamb/newborn)	reticulum (lamb/1 week)	reticulum (lamb/8 weeks)	reticulum (adult)	rumen (lamb/newborn)	rumen (lamb/1 week)	rumen (lamb/8 weeks)	rumen (adult)	omasum (lamb/newborn)	omasum (lamb/1 week)	omasum (lamb/8 weeks)	omasum (adult)	abomasum (lamb/newborn)	abomasum (lamb/1 week)	abomasum (lamb/8 weeks)	abomasum (adult)	pylorus (lamb/newborn)	pylorus (lamb/1 week)	pylorus (lamb/8 weeks)	pylorus (adult)	duodenum (lamb/newborn)	duodenum (lamb/1 week)	duodenum (lamb/8 weeks)	duodenum (adult)	jejunum (lamb/newborn)	jejunum (lamb/1 week)	jejunum (lamb/8 weeks)	jejunum (adult)	ileum (lamb/newborn)	ileum (lamb/1 week)	ileum (lamb/8 weeks)	ileum (adult)	peyers patch (lamb/newborn)	peyers patch (lamb/1 week)	peyers patch (lamb/8 weeks)	peyers patch (adult)	caecum (lamb/newborn)	caecum (lamb/1 week)	caecum (lamb/8 weeks)	caecum (adult)	colon spiral (lamb/newborn)	colon spiral (lamb/1 week)	colon spiral (lamb/8 weeks)	colon spiral (adult)	colon distal (adult)	colon large (lamb/newborn)	colon large (lamb/1 week)	colon large (lamb/8 weeks)	rectum (adult)	kidney cortex (adult)	kidney medulla (adult)	adrenal gland cortex (adult)	adrenal gland medulla (adult)	liver (adult)	pituitary gland (adult)	salivary gland (adult)	thyroid (adult)	tonsil (adult)	thymus (adult)	spleen (adult)	submandibular lymph node (adult)	prescap lymph node (adult)	mesenteric lymph node (adult)	popliteal lymph node (adult)	haemolymph (adult)	blood leukocytes (adult)	alveolar macrophage (adult)	PBMC (adult)	MDM (adult)	macrophage LPS time course 0 hrs (adult)	macrophage LPS time course 2 hrs (adult)	macrophage LPS time course 4 hrs (adult)	macrophage LPS time course 7 hrs (adult)	macrophage LPS time course 24 hrs (adult)	epididymis (adult)	vas deferens (adult)	testes (adult)	ovary (adult)	fallopian tube (adult)	mammary gland (adult)	caruncle (adult)	intercaruncular tissue (adult)	blastocyst	embryo/23 days
ENSOARG00000001984	0.390666666666667	0.42	0.983	1.73375	1.339	0.76	0.4946	0.6775	2.19833333333333	0.66	0.676833333333333	200.4264	1.12833333333333	0.384	0.383333333333333	0.356666666666667	0.981833333333333	0.734	0.847	0.394666666666667	2.31266666666667	0.43	0.510333333333333	0.52	1.18466666666667	0.487333333333333	0.3785	0.482	1.24033333333333	0.361666666666667	0.721666666666667	0.403666666666667	2.92175	0.465666666666667	0.623666666666667	0.381333333333333	0.413	0.457666666666667	0.810333333333333	0.574333333333333	0.5765	0.405333333333333	0.361666666666667	0.349333333333333	0.505666666666667	0.495	0.577	0.3915	0.5185	0.442333333333333	0.392333333333333	0.385333333333333	0.934666666666667	0.47	0.481666666666667	0.368333333333333	0.8872	1.3005	0.399333333333333	0.43	0.434	0.574666666666667	0.702833333333333	0.449666666666667	0.465	0.438833333333333	0.888666666666667	0.403333333333333	101.6842	0.915333333333333	1.8995	89.777	1.697	0.765666666666667	1.399	0.885833333333333	0.81975	1.758	0.753	5.05425	0.8155	1.6258	4.81083333333333	5.17433333333333	3.84183333333333	4.036	3.11366666666667	0.460666666666667	1.11766666666667	0.519333333333333	0.521333333333333	0.490333333333333	1.59333333333333	0.5185	0.5375	0.903666666666667	0.425333333333333
ENSOARG00000001986	0.473	0.518166666666667	0.55925	0.54425	0.56225	0.45575	0.4232	0.480666666666667	0.649833333333333	0.488833333333333	0.508333333333333	0.5944	0.509833333333333	0.460333333333333	0.457333333333333	0.417	0.552666666666667	0.490666666666667	0.496333333333333	0.477	0.619166666666667	0.517	0.480333333333333	0.492333333333333	0.563	0.417666666666667	0.4595	0.443666666666667	0.440333333333333	0.440333333333333	0.518	0.433333333333333	0.51275	0.468	0.521333333333333	0.462	0.4975	0.51	0.498666666666667	0.510666666666667	0.455833333333333	0.500333333333333	0.437666666666667	0.458333333333333	0.524166666666667	0.515666666666667	0.500333333333333	0.4735	0.51175	0.488666666666667	0.474333333333333	0.467	0.495666666666667	0.479666666666667	0.492333333333333	0.447333333333333	0.4928	0.508	0.482333333333333	0.470333333333333	0.469	0.509666666666667	0.507833333333333	0.577666666666667	0.517166666666667	0.519166666666667	0.525	0.487833333333333	10.6746	0.5045	0.5195	10.3678	0.525	0.490166666666667	0.5754	0.498666666666667	0.53375	0.6828	0.5664	0.71975	0.533666666666667	0.654	0.670166666666667	0.6495	0.602	0.648666666666667	0.631	0.507333333333333	0.502	0.548666666666667	0.551333333333333	0.486333333333333	0.502	0.4935	0.5	0.578	0.547666666666667
ENSOARG00000001987	1.39533333333333	1.29366666666667	0.8845	0.793	1.32825	0.98325	0.8844	0.822	0.8695	0.829333333333333	0.677833333333333	0.8562	0.940833333333333	0.803333333333333	0.958333333333333	0.678333333333333	0.9955	0.868666666666667	0.742333333333333	0.644	0.807166666666667	0.751666666666667	0.715333333333333	0.661	0.719666666666667	0.744	0.7325	0.603333333333333	1.0465	0.683666666666667	0.754666666666667	0.589666666666667	0.87075	0.631333333333333	0.880333333333333	0.624333333333333	0.8465	0.735333333333333	0.668666666666667	0.682333333333333	0.937333333333333	0.855	0.707333333333333	0.735	0.907333333333333	0.796333333333333	0.735333333333333	0.6385	1.0955	0.717333333333333	0.639666666666667	0.630666666666667	0.613666666666667	0.704666666666667	0.719666666666667	0.606333333333333	0.7074	0.742666666666667	0.766	0.847666666666667	0.632333333333333	0.726	1.00466666666667	1.235	1.107	1.13466666666667	0.8355	1.52366666666667	1.2812	1.13883333333333	0.943833333333333	0.9496	1.10433333333333	0.933833333333333	0.756	0.9455	0.97025	1.0396	0.803	0.93	0.763333333333333	0.8534	1.0255	0.808833333333333	0.793166666666667	0.9765	0.827	1.00533333333333	1.247	0.927666666666667	1.164	1.315	0.968333333333333	1.407	1.651	1.165	1.00033333333333
ENSOARG00000001989	1571.06666666667	651.8935	826.15125	655.38775	990.9665	1288.3135	1244.8386	830.078333333333	1680.547	471.2655	315.839833333333	350.549	258.027166666667	387.879333333333	190.19	204.541333333333	562.372666666667	1154.126	473.292	369.966333333333	248.098333333333	923.966333333333	481.548333333333	373.606333333333	238.9	1201.00533333333	1172.316	898.733666666667	596.655666666667	1119.03333333333	948.035333333333	748.158333333333	269.26375	783.403666666667	638.129333333333	600.636	495.8095	685.288333333333	552.963333333333	377.700666666667	448.547833333333	302.712	330.398	244.977666666667	453.515166666667	705.094666666667	688.378	651.9285	509.665	778.113333333333	753.702666666667	575.519333333333	467.264666666667	671.280333333333	652.719333333333	775.856	631.7426	587.028	724.691333333333	839.88	723.185333333333	495.235333333333	547.4255	695.113	1386.55533333333	1300.63583333333	434.772833333333	1774.041	683.006	836.320833333333	517.240333333333	390.8194	607.816666666667	804.658166666667	612.2106	565.765333333333	600.633	447.6382	680.1864	254.96075	513.903666666667	260.7966	136.375666666667	253.716833333333	255.353833333333	134.745833333333	227.445333333333	1553.73833333333	646.808666666667	459.350333333333	611.866333333333	1148.61033333333	626.973333333333	1092.2065	1112.4695	507.841666666667	460.840333333333
ENSOARG00000001993	0.470166666666667	0.554	0.47125	0.513	0.49525	0.453	0.4204	0.658666666666667	0.443333333333333	0.523833333333333	0.505166666666667	0.5006	0.506666666666667	0.494666666666667	0.491333333333333	0.449	0.641833333333333	0.487666666666667	0.493666666666667	0.554	0.582833333333333	0.514	0.477333333333333	0.489666666666667	0.6655	0.414666666666667	0.623	0.440666666666667	0.559333333333333	0.437333333333333	0.514666666666667	0.430333333333333	0.5095	0.465	0.518	0.459333333333333	0.494	0.507	0.495333333333333	0.507666666666667	0.452833333333333	0.497666666666667	0.470666666666667	0.492333333333333	0.549333333333333	0.512666666666667	0.497333333333333	0.4705	0.50875	0.485666666666667	0.471333333333333	0.464	0.449666666666667	0.477	0.489	0.444333333333333	0.4552	0.447	0.479333333333333	0.467333333333333	0.466	0.506333333333333	0.486833333333333	0.592666666666667	0.513833333333333	0.491833333333333	0.544166666666667	0.614833333333333	0.517	0.501333333333333	0.488833333333333	0.6162	0.5575	0.487166666666667	0.4872	0.495666666666667	0.48975	0.5056	0.5632	0.716	0.530333333333333	0.6504	0.712666666666667	0.612333333333333	0.598666666666667	0.690333333333333	0.627333333333333	0.504333333333333	0.498666666666667	0.858666666666667	0.612	0.483	0.498666666666667	0.49	0.497	0.542	0.882333333333333
ENSOARG00000001995	2363.998	763.159	1234.7235	1359.34475	1157.67175	945.9865	931.6292	954.208166666667	1054.11116666667	168.774	145.514666666667	1461.0604	779.986166666667	1250.122	1185.46033333333	1319.74333333333	497.412166666667	560.047666666667	552.930666666667	688.996	915.035333333333	660.548	615.737333333333	667.977333333333	883.473166666667	461.762	326.6545	381.046333333333	885.823666666667	614.253666666667	526.853666666667	821.125333333333	938.24625	386.169	304.557	281.500333333333	305.7795	679.711333333333	367.142333333333	264.499333333333	413.379166666667	762.508333333333	799.395333333333	625.491666666667	292.703666666667	404.085333333333	372.233666666667	299.699	300.1735	498.554333333333	461.478	407.225333333333	568.046	457.048	403.337666666667	474.879666666667	437.8292	688.444166666667	486.468333333333	497.798333333333	513.131	510.029333333333	1305.68416666667	585.919333333333	440.421666666667	713.933833333333	264.128833333333	547.142833333333	320.9256	1411.69633333333	415.6515	200.6926	311.853333333333	502.589	886.3776	773.093166666667	468.796	575.1966	525.8482	100.809	401.909833333333	113.7612	135.133166666667	123.225166666667	119.203666666667	112.003666666667	135.519833333333	489.187	809.684333333333	400.592666666667	692.144	789.380666666667	563.1	569.0265	555.3385	442.393666666667	231.758666666667
ENSOARG00000001997	3.16483333333333	6.02316666666667	1.84025	1.38625	1.47325	3.552	2.7676	5.97866666666667	1.45666666666667	3.44033333333333	1.7385	22.0074	1.43216666666667	0.420333333333333	0.255	0.223333333333333	3.879	2.47033333333333	1.65266666666667	1.277	1.61866666666667	3.33733333333333	1.863	1.74233333333333	1.45716666666667	2.103	2.89	1.76533333333333	1.85583333333333	1.74533333333333	2.419	1.324	2.03325	2.631	2.39866666666667	1.347	1.54	2.61033333333333	1.86633333333333	2.164	2.15833333333333	0.437666666666667	0.36	0.371	3.99133333333333	2.11733333333333	2.057	2.136	2.4335	1.64433333333333	1.604	1.46866666666667	2.22333333333333	2.017	1.33733333333333	2	1.9374	1.6555	1.53833333333333	1.50533333333333	1.48466666666667	1.52366666666667	5.33616666666667	5.4555	2.30566666666667	2.3945	3.447	5.38233333333333	4.1366	2.64366666666667	2.07283333333333	6.25	5.23916666666667	2.306	3.1316	2.21866666666667	2.23075	2.451	2.8752	2.40525	3.71216666666667	2.2198	0.863666666666667	1.8435	1.89583333333333	0.746	1.9175	4.833	2.57133333333333	14.5743333333333	4.918	5.212	2.29566666666667	2.607	2.093	2.65733333333333	5.043
ENSOARG00000001998	0.970333333333333	3.11983333333333	0.934	1.039	1.11825	2.00525	1.8392	2.775	0.958666666666667	0.324666666666667	0.572666666666667	0.742	0.647666666666667	0.326666666666667	0.657333333333333	0.924666666666667	5.57216666666667	0.837	0.560666666666667	3.408	2.949	0.583	0.543	0.697333333333333	0.984833333333333	0.7	0.6135	0.504333333333333	0.786166666666667	0.562	0.797	1.27333333333333	0.7345	0.586666666666667	0.587333333333333	0.702666666666667	0.635	0.722	0.617	0.673333333333333	0.659	0.35	0.360333333333333	0.299333333333333	0.496333333333333	0.582	0.565	0.683	0.57725	0.648666666666667	0.657333333333333	0.528666666666667	0.562333333333333	0.731	1.09466666666667	0.691	0.5892	0.536	0.691333333333333	0.595333333333333	0.589333333333333	0.714	0.613833333333333	1.11483333333333	0.924333333333333	0.9745	1.44866666666667	1.6315	0.6436	0.600666666666667	0.576666666666667	0.5098	3.56083333333333	0.5545	0.5542	0.5635	0.5575	0.5746	0.637	0.80025	0.6015	0.7728	0.465666666666667	0.689333333333333	0.675	0.449166666666667	0.705666666666667	1.071	0.727	8.823	2.94133333333333	4.08033333333333	0.82	0.558	1.0895	0.779	4.117
ENSOARG00000001999	0.3645	1.15983333333333	0.529	0.33625	0.41575	0.24975	0.2454	0.6765	0.305	0.588833333333333	0.3105	3.2926	7.462	1.13366666666667	1.445	0.481	0.963166666666667	0.298666666666667	0.56	1.01333333333333	1.4705	0.456	1.12133333333333	0.654	0.428666666666667	2.393	1.762	1.57566666666667	7.242	3.80033333333333	1.61933333333333	1.005	9.421	2.177	1.735	1.37666666666667	1.75	2.22566666666667	1.605	1.07433333333333	2.60483333333333	3.68233333333333	1.428	1.11	0.946833333333333	7.72833333333333	2.03666666666667	0.7735	0.8255	22.571	5.715	5.156	33.691	8.87466666666667	1.29466666666667	0.996	12.8286	3.98183333333333	3.91033333333333	0.972666666666667	3.124	1.55366666666667	2.34616666666667	0.958833333333333	0.388666666666667	0.319	1.66466666666667	0.295166666666667	0.413	0.3255	0.370833333333333	1.0064	0.657166666666667	0.411666666666667	0.5808	0.663333333333333	0.4265	0.4312	0.7284	2.07625	0.502666666666667	2.1008	1.33166666666667	3.997	6.06766666666667	8.86233333333333	1.65333333333333	0.441333333333333	0.349666666666667	1.38833333333333	0.643	0.579666666666667	0.454333333333333	0.428	0.416	0.996	0.629333333333333
ENSOARG00000002002	0.442	0.734166666666667	0.44275	0.4835	0.5545	0.6945	1.1082	0.569	0.416666666666667	0.507333333333333	0.476333333333333	0.4716	0.840666666666667	1.12866666666667	0.524333333333333	0.561333333333333	0.795666666666667	0.764666666666667	0.796666666666667	0.446	0.8945	0.711333333333333	0.768666666666667	0.605333333333333	0.8175	0.389	0.689	0.414	0.410833333333333	0.411	0.485333333333333	0.404333333333333	0.521	0.437333333333333	0.488666666666667	0.432	0.4655	0.520666666666667	0.466333333333333	0.478666666666667	0.426	0.481	0.454666666666667	0.475666666666667	0.567333333333333	0.483333333333333	0.468333333333333	0.4425	0.47925	0.457333333333333	0.443666666666667	0.436333333333333	0.422333333333333	0.448666666666667	0.460666666666667	0.417666666666667	0.4278	0.42	0.451	0.439666666666667	0.438	0.477666666666667	0.458666666666667	0.837666666666667	1.2295	1.66416666666667	1.0585	0.485833333333333	0.487	0.4905	0.460166666666667	0.5974	0.520833333333333	0.458166666666667	0.4582	0.4665	0.461	0.4762	0.5316	0.679	0.531166666666667	0.6158	0.692166666666667	0.579333333333333	0.565833333333333	0.670666666666667	0.593666666666667	46.167	1.719	0.726333333333333	1.27066666666667	0.579666666666667	0.507	0.5715	0.6165	0.594	0.567333333333333
ENSOARG00000002003	0.459666666666667	0.542333333333333	0.47975	0.5535	0.50825	0.7795	0.5424	0.519833333333333	0.4575	7.16416666666667	9.7625	0.4868	2.0065	0.459666666666667	0.457333333333333	0.475666666666667	0.553	0.498	0.461	0.442666666666667	0.557833333333333	0.480666666666667	0.513333333333333	0.457333333333333	0.517	0.386	0.505	0.411	0.515	0.457666666666667	0.523333333333333	0.400666666666667	0.53675	0.480666666666667	0.618666666666667	0.526	0.521	0.492666666666667	0.507333333333333	0.598	0.642833333333333	0.498	0.437666666666667	0.457666666666667	0.607333333333333	0.55	0.509	0.5755	0.6395	0.525333333333333	0.44	0.529666666666667	0.545333333333333	0.531	0.499333333333333	0.465	0.4594	0.416666666666667	0.447666666666667	0.591333333333333	0.564333333333333	0.513	0.455	0.5545	0.525333333333333	0.458833333333333	0.517333333333333	0.764666666666666	0.9116	0.4685	0.934333333333333	0.7146	0.538666666666667	0.566333333333333	0.461	0.5985	0.48575	0.6702	0.7336	0.68025	0.693166666666667	0.821	0.7685	0.6185	0.596	0.839	0.7285	0.547666666666667	0.466	0.633666666666667	0.572	0.888333333333333	0.496	1.582	1.3545	0.621333333333333	0.591666666666667
ENSOARG00000002004	0.421833333333333	1.33733333333333	1.682	3.12925	21.7905	1.71975	1.5624	1.0105	1.68983333333333	1.77933333333333	0.676	527.8124	2.38816666666667	1.11466666666667	0.973333333333333	3.95966666666667	51.343	0.569333333333333	0.699	1.05966666666667	0.796166666666667	0.403666666666667	0.568	0.44	0.651333333333333	0.498666666666667	0.504	2.59966666666667	5.509	0.688333333333333	1.426	0.666666666666667	10.24675	0.86	8.32	3.96133333333333	3.0315	0.951333333333333	4.048	12.5846666666667	7.21716666666667	2.259	14.5293333333333	7.996	38.86	0.949333333333333	8.55933333333333	7.6935	3.977	0.724333333333333	2.001	5.70566666666667	6.66666666666667	0.688666666666667	12.103	3.96433333333333	2.0542	21.0996666666667	1.088	1.20033333333333	2.69633333333333	1.114	2.09433333333333	1.61533333333333	0.687833333333333	0.910333333333333	45.481	0.7525	12.2982	0.932166666666667	8.07516666666667	20.2212	53.4463333333333	2816.3125	14531.9408	1698.003	2223.303	187.3156	2541.168	177.99725	2945.133	25.978	38.0401666666667	30.3305	32.9958333333333	30.593	17.534	0.551333333333333	1.04266666666667	1.555	1.99766666666667	2.92933333333333	7.08433333333333	2.319	1.3905	9.90533333333333	1.352
ENSOARG00000002006	35.0621666666667	12.1325	8.1915	10.7815	8.804	17.9775	16.2748	12.6973333333333	24.5978333333333	13.6905	7.974	7.1318	7.58783333333333	17.0776666666667	11.8216666666667	11.479	19.0486666666667	17.2846666666667	12.3433333333333	10.1373333333333	6.88233333333333	17.6216666666667	9.19566666666667	12.9366666666667	6.08633333333333	16.144	19.8065	20.554	13.3176666666667	18.6446666666667	16.5703333333333	15.424	12.7775	14.0153333333333	13.8123333333333	16.3163333333333	17.9215	17.585	17.2606666666667	15.1636666666667	14.6408333333333	15.674	11.7833333333333	12.6013333333333	15.4	16.7816666666667	16.5906666666667	18.1945	18.954	13.886	13.3923333333333	14.2713333333333	12.8786666666667	12.9673333333333	13.2503333333333	17.954	20.2312	13.8146666666667	15.3756666666667	15.421	14.0936666666667	13.9733333333333	9.99216666666667	19.822	22.0211666666667	20.1631666666667	12.7373333333333	56.7151666666667	33.8604	22.4085	16.8893333333333	15.4728	17.54	26.0316666666667	17.3736	19.9345	27.39025	16.695	13.3918	6.9505	17.1118333333333	5.8376	3.83	5.457	6.61683333333333	6.66216666666667	4.71533333333333	14.9913333333333	13.823	8.30033333333333	14.1636666666667	15.408	16.8953333333333	21.27	17.98	14.2636666666667	14.7713333333333
ENSOARG00000002008	0.563166666666667	0.416833333333333	0.56475	0.61175	0.59125	0.544	0.5074	0.613833333333333	0.532833333333333	0.389166666666667	0.601166666666667	0.5976	0.603666666666667	0.370666666666667	0.338	0.305333333333333	124.384833333333	0.583	0.589	0.568	0.624333333333333	0.612	0.570666666666667	0.584333333333333	0.598166666666667	0.567	0.5485	0.531	0.559833333333333	0.527	0.612666666666667	0.518	0.60725	0.88	0.725666666666667	0.551	0.5895	1.10966666666667	0.782333333333333	0.770333333333333	0.543166666666667	0.368	0.350333333333333	0.338	135.4665	0.747	0.650333333333333	0.5635	0.606	0.580333333333333	0.564666666666667	0.556	0.54	0.570666666666667	0.584333333333333	0.534	0.5464	0.536833333333333	0.732	0.559666666666667	0.558	0.603333333333333	0.6315	0.400333333333333	0.688666666666667	0.620333333333333	372.960833333333	0.5805	0.8754	0.599333333333333	0.825666666666667	0.5262	0.3765	0.583	0.5822	0.592333333333333	0.58625	0.6034	0.668	0.8355	0.631	0.7634	0.516833333333333	0.721666666666667	0.707	0.499166666666667	0.738333333333333	0.601666666666667	0.596	1.08533333333333	0.399	0.578	1.02	0.5865	0.5945	0.659	1.42033333333333
ENSOARG00000002009	99.5733333333333	67.0125	165.68925	140.0345	111.077	18.6075	31.78	11.3776666666667	22.9301666666667	6.889	8.01666666666667	151.7624	14.785	9.78466666666667	15.5696666666667	34.2293333333333	42.3006666666667	8.71333333333333	6.415	91.9246666666667	30.736	3.36666666666667	4.59266666666667	4.63933333333333	7.061	13.205	11.5925	14.9783333333333	11.4433333333333	20.8843333333333	21.2863333333333	27.833	22.11225	16.8656666666667	17.2753333333333	18.051	14.4095	13.5033333333333	35.463	35.2186666666667	30.9521666666667	53.8633333333333	62.6596666666667	67.147	22.7526666666667	16.5	27.551	38.6755	23.79175	18.49	22.421	41.3656666666667	35.846	22.3686666666667	21.1746666666667	27.6543333333333	24.5268	26.1161666666667	13.3743333333333	14.3876666666667	28.855	32.1826666666667	6.26966666666667	11.9818333333333	13.4641666666667	15.445	32.496	16.27	5.717	13.9086666666667	14.6706666666667	5.783	21.6571666666667	26.8373333333333	27.4854	30.1715	31.1895	19.439	2.0994	50.03125	1.7255	43.1274	20.6573333333333	32.2403333333333	22.1548333333333	13.5883333333333	46.7778333333333	7.99433333333333	41.5676666666667	10.208	36.112	19.2163333333333	21.268	45.6515	34.9935	18.3943333333333	16.218
ENSOARG00000002011	167.187666666667	67.3546666666667	34.40775	31.2165	34.827	4.76975	6.9118	7.25183333333333	2.95216666666667	1.413	1.32866666666667	10.6646	6.36683333333333	50.9363333333333	51.9583333333333	67.3213333333333	18.5295	15.5366666666667	13.15	30.0823333333333	7.40366666666667	22.1063333333333	15.968	6.469	7.08033333333333	18.5796666666667	19.8315	9.977	14.6681666666667	16.0506666666667	19.6566666666667	10.9663333333333	24.73725	13.9176666666667	11.428	10.6216666666667	12.5435	10.3426666666667	15.2946666666667	7.258	12.1038333333333	21.7433333333333	25.5013333333333	12.6503333333333	10.6958333333333	9.445	14.809	10.449	12.84975	12.2116666666667	9.49866666666667	8.93566666666667	9.555	24.8966666666667	11.0083333333333	8.19833333333333	11.253	10.3121666666667	12.7516666666667	8.37066666666667	9.293	14.0236666666667	10.1443333333333	23.2595	17.2775	24.3388333333333	5.797	100.014	94.2348	43.9608333333333	9.5675	32.9506	29.9035	28.9483333333333	25.9698	26.487	28.4755	22.7056	24.7654	0.96225	28.3251666666667	1.4074	1.62566666666667	0.8335	0.407833333333333	0.996	1.27	63.2186666666667	41.023	19.3876666666667	45.7166666666667	36.635	28.587	50.793	32.836	11.867	12.9646666666667
ENSOARG00000002012	0.932666666666667	0.8195	0.64675	1.127	0.697	0.8515	0.8704	0.781166666666667	0.595166666666667	0.743	0.959666666666667	0.6262	0.748333333333333	0.544	0.540666666666667	0.495333333333333	0.868333333333333	0.674333333333333	0.617	0.596	0.8475	0.641	0.761	0.612666666666667	0.626833333333333	0.527	0.677	0.557333333333333	0.553	0.553333333333333	0.697666666666667	0.544333333333333	0.63575	0.657333333333333	0.645666666666667	0.577666666666667	0.699	0.632666666666667	0.679666666666667	0.685333333333333	0.600666666666667	0.547666666666667	0.565	0.542	0.995	0.639666666666667	0.622	0.591	0.8735	0.608666666666667	0.592333333333333	0.583333333333333	0.566666666666667	0.598666666666667	0.666333333333333	0.623666666666667	0.62	0.671666666666667	0.654	0.587333333333333	0.65	0.673333333333333	0.750166666666667	0.815833333333333	0.788833333333333	0.722166666666667	0.863666666666667	0.673333333333333	0.646	0.628166666666667	0.651666666666667	1.1918	0.797	0.8155	0.7684	0.667	0.653	0.6698	0.739	0.87025	0.783	0.7968	0.847166666666667	0.753833333333333	0.7385	0.849666666666667	0.771166666666667	0.630666666666667	0.624666666666667	0.765	0.718	0.605666666666667	0.662	0.669	0.623	0.947666666666667	0.907666666666667
ENSOARG00000002013	2.75183333333333	1.77966666666667	1.87125	1.76125	1.84175	1.41775	1.7196	1.58466666666667	1.3925	1.39316666666667	1.49	1.647	1.89683333333333	1.51833333333333	1.22033333333333	1.04166666666667	2.27383333333333	1.481	1.83466666666667	1.45866666666667	1.709	1.524	1.45433333333333	1.476	1.49783333333333	1.34566666666667	1.4305	1.39633333333333	1.38683333333333	1.39033333333333	1.65566666666667	1.79066666666667	1.5145	1.84833333333333	2.32866666666667	2.08466666666667	1.6385	3.28766666666667	3.88266666666667	4.82533333333333	3.55566666666667	1.83433333333333	1.693	1.62633333333333	2.427	1.89366666666667	2.64366666666667	3.083	2.8115	2.388	2.27533333333333	2.98633333333333	3.59333333333333	1.844	2.30366666666667	1.89666666666667	1.9454	1.99633333333333	1.863	2.126	2.65866666666667	1.60233333333333	2.94066666666667	2.28233333333333	1.596	1.50466666666667	1.97833333333333	1.59066666666667	17.2608	1.77316666666667	2.34433333333333	13.7256	5.94916666666667	2.59016666666667	2.2308	1.74683333333333	2.2505	2.3516	3.0146	3.78325	1.759	2.6174	4.69116666666667	2.95266666666667	3.30233333333333	2.31916666666667	2.49683333333333	1.51166666666667	2.111	1.37966666666667	1.90733333333333	1.46933333333333	3.39766666666667	1.6295	1.658	2.815	1.889
ENSOARG00000002014	448.995	347.820833333333	732.57525	769.98875	691.4795	867.0815	887.7696	720.6105	996.810666666667	770.516	1264.27233333333	624.1034	826.7015	736.85	478.268666666667	549.259	565.775166666667	1234.24333333333	885.225	718.925333333333	731.729166666667	951.268333333333	1018.90933333333	864.872333333333	788.2645	901.521	877.482	1145.213	856.6785	960.123	728.441	1056.25833333333	581.773	972.539333333333	767.901666666667	968.628333333333	866.7765	865.079333333333	790.328666666667	764.797666666667	870.4595	478.713	525.609	540.698	613.989333333333	712.077333333333	800.618333333333	1039.009	681.68125	844.204666666667	875.041666666667	1040.909	968.679333333333	770.127666666667	786.725666666667	1373.728	1081.7494	1231.89333333333	825.061	1101.27866666667	1393.844	1040.84866666667	797.915166666667	516.476333333333	517.347333333333	464.670166666667	622.120166666667	909.189666666667	1256.429	797.5805	736.193333333333	893.5966	610.422833333333	794.559	807.7762	761.478666666667	856.61425	697.5664	953.465	449.78475	813.801833333333	371.8668	356.536166666667	388.151666666667	430.348	418.075333333333	426.110166666667	911.278333333333	618.633	534.577666666667	298.972666666667	843.856333333333	782.65	664.1235	846.1645	661.747	426.832666666667
ENSOARG00000002016	0.744833333333333	0.803833333333333	0.74775	0.802	0.77825	0.78475	0.9324	11.2511666666667	1.169	1.05916666666667	0.8775	0.7846	0.7905	0.372333333333333	0.37	0.334666666666667	1.54066666666667	0.768	0.773333333333333	0.751	0.815333333333333	0.801666666666667	0.752333333333333	0.768333333333333	0.826333333333333	0.671333333333333	0.728	0.706333333333333	0.745333333333333	0.702	0.802666666666667	0.690666666666667	0.79525	0.735666666666667	0.806333333333333	0.728666666666667	0.774	0.790666666666667	0.852666666666667	0.791	0.783833333333333	0.374333333333333	0.352333333333333	0.37	0.858666666666667	0.800333333333333	0.78	0.744	0.829	0.908333333333333	0.746	0.902	0.716666666666667	0.753333333333333	0.768666666666667	0.796	0.725	0.7655	0.755666666666667	0.739666666666667	0.819	0.790666666666667	0.763333333333333	1.01716666666667	0.888166666666667	0.8035	1.69666666666667	0.822666666666667	0.809	0.789333333333333	0.77	0.4972	2.34066666666667	0.769166666666667	0.7676	0.779833333333333	0.77275	0.8528	0.8688	1.06075	0.824833333333333	0.9782	0.5585	0.93	0.913333333333333	0.5395	0.95	0.873666666666667	0.785	1.84133333333333	1.20666666666667	0.761333333333333	0.784666666666667	0.7745	0.784	1.289	1.132
